,title,price,city,datetime,nb_rooms,nb_baths,surface_area,equipement,link
101,Appartement de 77m très bien placé à l'oasis,17 500 DH,Casablanca,"11/5/2024, 8:44:44 PM",2,2,77,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/oasis/appartements/Appartement_de_77m_tr%C3%A8s_bien_plac%C3%A9_%C3%A0_l_oasis_54094399.htm
102,,,,,,,,,https://immoneuf.avito.ma/fr/unite/j0T?utm_source=avito_integration&utm_medium=listing_integration
103,Appartement à vendre 87 m² à Casablanca,592 000 DH,Casablanca,"11/5/2024, 8:07:14 PM",3,2,81,"Cuisine Équipée, Parking",https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_87_m%C2%B2_%C3%A0_Casablanca_55328894.htm
104,Appartement à vendre 85 m² à Casablanca,977 000 DH,Casablanca,"11/5/2024, 7:59:18 PM",3,2,85,"Ascenseur, Balcon, Concierge, Cuisine Équipée, Parking, Terrasse",https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_85_m%C2%B2_%C3%A0_Casablanca_54319480.htm
105,Appartement à vendre 2000 m² à Casablanca,PRIX NON SPÉCIFIÉ,Urgent,,,,,,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_2000_m%C2%B2_%C3%A0_Casablanca_55741515.htm
106,Appartement à vendre 63 m² à Casablanca,650 000 DH,Casablanca,"11/5/2024, 7:55:41 PM",2,1,72,"Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/hay_chrifa/appartements/Appartement_%C3%A0_vendre_63_m%C2%B2_%C3%A0_Casablanca_55741503.htm
107,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jH2?utm_source=avito_integration&utm_medium=listing_integration
108,Appartement à vendre 87 m² à Casablanca,825 000 DH,Casablanca,"11/5/2024, 7:51:57 PM",3,2,87,"Ascenseur, Balcon, Climatisation, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/sbata/appartements/Appartement_%C3%A0_vendre_87_m%C2%B2_%C3%A0_Casablanca_51529993.htm
109,Appartement à vendre 109 m² à Casablanca,1 500 000 DH,Casablanca,"11/5/2024, 7:52:50 PM",3,2,118,,https://www.avito.ma/fr/val_fleuri/appartements/Appartement_%C3%A0_vendre_109_m%C2%B2_%C3%A0_Casablanca_55620057.htm
110,Appartement à vendre 121 m² à Casablanca,2 250 000 DH,Casablanca,"11/5/2024, 7:03:43 PM",3,2,,"Ascenseur, Balcon, Concierge, Cuisine Équipée, Sécurité",https://www.avito.ma/fr/val_fleuri/appartements/Appartement_%C3%A0_vendre_121_m%C2%B2_%C3%A0_Casablanca_55686610.htm
111,58956-Vente Appt à Casablanca La Gironde de 119 m²,1 328 000 DH,Casablanca,"11/5/2024, 6:58:24 PM",3,2,119,"Ascenseur, Balcon, Chauffage, Climatisation, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/la_gironde/appartements/58956_Vente_Appt_%C3%A0_Casablanca_La_Gironde_de_119_m%C2%B2_55467387.htm
112,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jHk?utm_source=avito_integration&utm_medium=listing_integration
113,64537-Vente Appt à Casablanca Belvedere (Roches No,1 120 000 DH,Casablanca,"11/5/2024, 6:55:56 PM",2,1,85,"Ascenseur, Cuisine Équipée, Parking",https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/64537_Vente_Appt_%C3%A0_Casablanca_Belvedere__Roches_No_55673344.htm
114,48618-Vente Appt à Casablanca Bourgogne (Anfa) de,1 900 000 DH,Casablanca,"11/5/2024, 6:51:46 PM",2,2,87,"Ascenseur, Chauffage, Cuisine Équipée, Parking, Terrasse",https://www.avito.ma/fr/bourgogne/appartements/48618_Vente_Appt_%C3%A0_Casablanca_Bourgogne__Anfa__de__55059678.htm
115,CMN-SI-1643 - Appartement à vendre à Moulay Youssef,1 320 000 DH,Casablanca,"11/5/2024, 6:49:19 PM",2,1,73,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/autre_secteur/appartements/CMN_SI_1643___Appartement_%C3%A0_vendre_%C3%A0_Moulay_Youssef_55592156.htm
116,CMN-MA-1756 - Appartement à vendre à Les princesses,2 350 000 DH,Casablanca,"11/5/2024, 6:47:54 PM",3,2,165,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/les_princesses/appartements/CMN_MA_1756___Appartement_%C3%A0_vendre_%C3%A0_Les_princesses_55653636.htm
117,,,,,,,,,https://immoneuf.avito.ma/fr/unite/j5H?utm_source=avito_integration&utm_medium=listing_integration
118,CMN-SI-1647 - Appartement à vendre à Gauthier,1 600 000 DH,Casablanca,"11/5/2024, 6:46:30 PM",2,2,102,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/gauthier/appartements/CMN_SI_1647___Appartement_%C3%A0_vendre_%C3%A0_Gauthier_55623653.htm
119,35889-Vente Appt à Casablanca Lusitania de 407 m²,4 100 000 DH,Casablanca,"11/5/2024, 6:40:38 PM",4,2,407,"Ascenseur, Balcon, Chauffage, Climatisation, Cuisine Équipée, Duplex, Parking, Terrasse",https://www.avito.ma/fr/lusitania/appartements/35889_Vente_Appt_%C3%A0_Casablanca_Lusitania_de_407_m%C2%B2_55548145.htm
120,31398-Vente Appt à Casablanca Ferme Bretonne de 10,1 760 000 DH,Casablanca,"11/5/2024, 6:39:10 PM",2,2,100,"Ascenseur, Balcon, Chauffage, Cuisine Équipée, Sécurité, Terrasse",https://www.avito.ma/fr/ferme_bretone/appartements/31398_Vente_Appt_%C3%A0_Casablanca_Ferme_Bretonne_de_10_54712406.htm
121,Appartement 57 m² à Casablanca,500 000 DH,Casablanca,"11/5/2024, 6:42:01 PM",2,1,,"Ascenseur, Parking, Sécurité",https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_57_m%C2%B2_%C3%A0_Casablanca_55586630.htm
122,,,,,,,,,https://immoneuf.avito.ma/fr/unite/IWZ?utm_source=avito_integration&utm_medium=listing_integration
123,54970-Vente Appt à Casablanca Ferme Bretonne de 11,2 100 000 DH,Casablanca,"11/5/2024, 6:36:12 PM",3,2,117,"Ascenseur, Chauffage, Climatisation, Cuisine Équipée, Parking, Terrasse",https://www.avito.ma/fr/ferme_bretone/appartements/54970_Vente_Appt_%C3%A0_Casablanca_Ferme_Bretonne_de_11_55653295.htm
124,Appartement à vendre 81 m² à Dar Bouazza,1 350 000 DH,Dar Bouazza,"11/5/2024, 6:09:45 PM",2,2,,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Duplex, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/dar_bouazza/appartements/Appartement_%C3%A0_vendre_81_m%C2%B2_%C3%A0_Dar_Bouazza_55714260.htm
125,Appartement à vendre 74 m² à Casablanca,6 800 DH,Casablanca,"11/5/2024, 5:58:57 PM",2,2,,"Ascenseur, Balcon, Concierge, Cuisine Équipée, Parking, Terrasse",https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_74_m%C2%B2_%C3%A0_Casablanca_40808854.htm
126,Appartement à vendre 119 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"11/5/2024, 5:55:08 PM",,,,,https://www.avito.ma/fr/val_fleuri/appartements/Appartement_%C3%A0_vendre_119_m%C2%B2_%C3%A0_Casablanca_54915222.htm
127,,,,,,,,,https://immoneuf.avito.ma/fr/unite/e4K?utm_source=avito_integration&utm_medium=listing_integration
128,Appartement à vendre 160 m² à Casablanca Marina,3 700 000 DH,Casablanca,"11/5/2024, 5:46:28 PM",2,2,185,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Duplex, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/marina/appartements/Appartement_%C3%A0_vendre_160_m%C2%B2_%C3%A0_Casablanca_Marina_55714361.htm
129,Appartement à vendre 100 m² à Casablanca,740 000 DH,Casablanca,"11/5/2024, 5:42:58 PM",4,3,,"Cuisine Équipée, Parking",https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_Casablanca_55328964.htm
130,CMN-ME-1600 - Appartement à vendre à 2 Mars,1 750 000 DH,Casablanca,"11/5/2024, 5:36:58 PM",3,2,127,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/2_mars/appartements/CMN_ME_1600___Appartement_%C3%A0_vendre_%C3%A0_2_Mars_55657903.htm
131,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jFh?utm_source=avito_integration&utm_medium=listing_integration
132,Appartement à vendre 67 m² à Casablanca,620 000 DH,Casablanca,"11/5/2024, 5:36:46 PM",1,1,67,"Chauffage, Climatisation, Meublé, Parking",https://www.avito.ma/fr/hay_moulay_rachid/appartements/Appartement_%C3%A0_vendre_67_m%C2%B2_%C3%A0_Casablanca_55736605.htm
133,Appartement à vendre 111 m² à Casablanca,1 450 000 DH,Casablanca,"11/5/2024, 5:24:11 PM",2,2,111,"Ascenseur, Balcon, Concierge, Parking",https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_111_m%C2%B2_%C3%A0_Casablanca_55218668.htm
134,Appartement à l'achat 94m2 à Bourgogne Ext,1 300 000 DH,Casablanca,"11/5/2024, 5:20:56 PM",2,1,94,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_l_achat_94m2_%C3%A0_Bourgogne_Ext__55722201.htm
135,CMN-AS-1635 - Appartement à vendre à Belvédère,1 100 000 DH,Casablanca,"11/5/2024, 5:13:13 PM",2,2,98,Ascenseur,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/CMN_AS_1635___Appartement_%C3%A0_vendre_%C3%A0_Belv%C3%A9d%C3%A8re_55561169.htm
136,,,,,,,,,https://immoneuf.avito.ma/fr/unite/j00?utm_source=avito_integration&utm_medium=listing_integration
137,Appartement à vendre 96 m² à Casablanca,990 000 DH,Casablanca,"11/5/2024, 4:55:02 PM",3,2,96,,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_96_m%C2%B2_%C3%A0_Casablanca_55571056.htm
138,Marina Casablanca Appartement à vendre 115 m² à,3 000 000 DH,Casablanca,"11/5/2024, 4:51:45 PM",2,3,100,"Ascenseur, Balcon, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/sidi_belyout/appartements/Marina_Casablanca_Appartement_%C3%A0_vendre_115_m%C2%B2_%C3%A0_53840737.htm
139,Appartement à vendre 116 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"11/5/2024, 4:51:41 PM",,,,,https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_116_m%C2%B2_%C3%A0_Casablanca_55443189.htm
140,62733-Vente Appt à Casablanca Cil de 141 m²,2 450 000 DH,Casablanca,"11/5/2024, 4:40:45 PM",3,2,141,"Ascenseur, Balcon, Chauffage, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/c.i.l/appartements/62733_Vente_Appt_%C3%A0_Casablanca_Cil_de_141_m%C2%B2_55740811.htm
141,,,,,,,,,https://immoneuf.avito.ma/fr/unite/ZBa?utm_source=avito_integration&utm_medium=listing_integration
142,Appartement à vendre 78 m² à Casablanca,950 000 DH,Casablanca,"11/5/2024, 4:41:52 PM",2,2,78,"Ascenseur, Balcon, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Casablanca_55175180.htm
143,Appartement à vendre 147 m² REMIS A NEUF à RACINE,2 900 000 DH,Casablanca,"11/5/2024, 4:39:19 PM",3,3,,,https://www.avito.ma/fr/racine/appartements/Appartement_%C3%A0_vendre_147_m%C2%B2_REMIS_A_NEUF_%C3%A0_RACINE_55444564.htm
144,Appartement à vendre 247 m² à Marrakech,2 600 000 DH,Marrakech,"11/5/2024, 4:33:44 PM",3,2,247,"Chauffage, Climatisation, Concierge, Cuisine Équipée, Duplex, Meublé, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_%C3%A0_vendre_247_m%C2%B2_%C3%A0_Marrakech_55714071.htm
145,Appartement à vendre 89 m² à Casablanca,950 000 DH,Casablanca,"11/5/2024, 4:34:02 PM",3,1,98,Terrasse,https://www.avito.ma/fr/hay_al_amal/appartements/Appartement_%C3%A0_vendre_89_m%C2%B2_%C3%A0_Casablanca_55740770.htm
146,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jid?utm_source=avito_integration&utm_medium=listing_integration
147,bel appartement au centre de Casablanca,2 100 000 DH,Casablanca,"11/5/2024, 4:33:26 PM",3,3,164,"Ascenseur, Balcon, Climatisation, Concierge, Cuisine Équipée, Parking, Terrasse",https://www.avito.ma/fr/la_gironde/appartements/bel_appartement_au_centre_de_Casablanca__55713854.htm
148,Appartement à vendre 110 m² à Casablanca Nouaceur,1 100 000 DH,Casablanca,"11/5/2024, 4:27:40 PM",2,1,,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_110_m%C2%B2_%C3%A0_Casablanca_Nouaceur_54946725.htm
149,Vente Appartement 2 pièces de 32 m2 à Casablanca,990 000 DH,Casablanca,"11/5/2024, 4:10:25 PM",1,1,32,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/autre_secteur/appartements/Vente_Appartement_2_pi%C3%A8ces_de_32_m2_%C3%A0_Casablanca_55740665.htm
150,Appartement 77 m² à Casablanca,580 000 DH,Casablanca,"11/5/2024, 3:51:57 PM",2,1,,,https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_77_m%C2%B2_%C3%A0_Casablanca_54387821.htm
151,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jHw?utm_source=avito_integration&utm_medium=listing_integration
152,Joli Studio de 53m² à Maarif Extension,900 000 DH,Casablanca,"11/5/2024, 3:51:54 PM",1,1,53,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/Joli_Studio_de_53m%C2%B2_%C3%A0_Maarif_Extension_55700764.htm
153,très joli appart à vendre à oasis,1 950 000 DH,Casablanca,"11/5/2024, 3:49:57 PM",2,2,,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Duplex, Parking, Sécurité",https://www.avito.ma/fr/route_d'el_jadida/appartements/_tr%C3%A8s_joli_appart_%C3%A0_vendre__%C3%A0_oasis___54036615.htm
154,Appartement à vendre 105 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"11/5/2024, 3:41:15 PM",,,,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_105_m%C2%B2_%C3%A0_Casablanca_54508643.htm
155,Appartement à vendre 56 m² à Casablanca,400 000 DH,Casablanca,"11/5/2024, 3:37:00 PM",2,1,56,"Balcon, Parking",https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_56_m%C2%B2_%C3%A0_Casablanca_55740552.htm
156,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jop?utm_source=avito_integration&utm_medium=listing_integration
157,Appartement 2 chambres salon résidence sécurisée,850 000 DH,Marrakech,"11/5/2024, 3:35:19 PM",2,1,92,"Ascenseur, Balcon, Climatisation, Concierge, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/allal_el_fassi/appartements/Appartement_2_chambres_salon_r%C3%A9sidence_s%C3%A9curis%C3%A9e_55342080.htm
158,Appartement à vendre 307 m² à Casablanca,2 600 000 DH,Casablanca,"11/5/2024, 3:24:40 PM",4,3,307,"Ascenseur, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/Appartement_%C3%A0_vendre_307_m%C2%B2_%C3%A0_Casablanca_54938457.htm
159,Appartement à vendre 57 m² à Casablanca,680 000 DH,Casablanca,"11/5/2024, 3:24:30 PM",2,2,57,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_57_m%C2%B2_%C3%A0_Casablanca_55539057.htm
160,Appartement à vendre 56 m² à Casablanca,392 000 DH,Casablanca,"11/5/2024, 3:03:19 PM",2,1,56,"Cuisine Équipée, Parking",https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_56_m%C2%B2_%C3%A0_Casablanca_55328816.htm
161,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jni?utm_source=avito_integration&utm_medium=listing_integration
162,Bel Appartement 3Chs 148 m² Beauséjour,1 750 000 DH,Casablanca,"11/5/2024, 3:07:20 PM",3,2,128,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/beaus%C3%A9jour/appartements/Bel_Appartement_3Chs_148_m%C2%B2_Beaus%C3%A9jour_55700916.htm
163,Une belle opportunité premium avec Terrasse,1 100 000 DH,Casablanca,"11/5/2024, 2:57:26 PM",1,1,42,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/les_princesses/appartements/Une_belle_opportunit%C3%A9_premium_avec_Terrasse_55700405.htm
164,Superbe appartement 3chambres Val Fleuri,2 050 000 DH,Casablanca,"11/5/2024, 2:57:22 PM",3,2,142,"Ascenseur, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/val_fleuri/appartements/Superbe_appartement_3chambres__Val_Fleuri_55710904.htm
165,appartement,PRIX NON SPÉCIFIÉ,Casablanca,"11/5/2024, 2:55:28 PM",,,,,https://www.avito.ma/fr/sbata/appartements/appartement_54019135.htm
166,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jHd?utm_source=avito_integration&utm_medium=listing_integration
167,Appartement 2 chambres salon résidence piscine,1 350 000 DH,Marrakech,"11/5/2024, 2:55:27 PM",2,1,80,"Ascenseur, Balcon, Climatisation, Concierge, Parking, Sécurité",https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_2_chambres_salon_r%C3%A9sidence_piscine_55298841.htm
168,Appartement à vendre 35 m² à Casablanca,380 000 DH,Casablanca,"11/5/2024, 2:53:47 PM",1,1,32,,https://www.avito.ma/fr/sbata/appartements/Appartement_%C3%A0_vendre_35_m%C2%B2_%C3%A0_Casablanca_55640038.htm
169,Appartement à vendre 82 m² à Casablanca CFC,1 600 000 DH,Casablanca,"11/5/2024, 2:20:09 PM",2,1,82,,https://www.avito.ma/fr/casablanca_finance_city/appartements/Appartement_%C3%A0_vendre_82_m%C2%B2_%C3%A0_Casablanca_CFC_55636460.htm
170,Appartement à vendre 77 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"11/5/2024, 2:24:01 PM",,,,,https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_77_m%C2%B2_%C3%A0_Casablanca_55740200.htm
171,,,,,,,,,https://immoneuf.avito.ma/fr/unite/47U?utm_source=avito_integration&utm_medium=listing_integration
172,Appartement à vendre à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"11/5/2024, 1:59:00 PM",,,,,https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/Appartement_%C3%A0_vendre_%C3%A0_Casablanca_55725365.htm
173,vente manifique appartement 116 mettre,1 300 000 DH,Casablanca,"11/5/2024, 1:59:45 PM",2,2,116,"Ascenseur, Chauffage, Concierge, Cuisine Équipée, Sécurité",https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/vente_manifique_appartement_116_mettre__55740068.htm
174,Appartement à vendre 121 m² à Casablanca,1 420 000 DH,Casablanca,"11/5/2024, 1:59:23 PM",3,2,,"Ascenseur, Balcon, Concierge, Parking, Sécurité",https://www.avito.ma/fr/abdelmoumen/appartements/Appartement_%C3%A0_vendre_121_m%C2%B2_%C3%A0_Casablanca_55495144.htm
175,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jXq?utm_source=avito_integration&utm_medium=listing_integration
176,Appartement à vendre 80 m² à Casablanca,1 478 000 DH,Casablanca,"11/5/2024, 1:50:22 PM",2,2,80,,https://www.avito.ma/fr/franceville/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Casablanca_55144722.htm
177,Appartement à vendre 95 m² à Casablanca,10 000 DH,Casablanca,"11/5/2024, 1:54:08 PM",3,2,95,,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_95_m%C2%B2_%C3%A0_Casablanca_55002595.htm
178,Appartement à vendre 109 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"11/5/2024, 1:54:02 PM",,,,,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_109_m%C2%B2_%C3%A0_Casablanca_55553040.htm
179,Bel appartement 2Chs 80m2 Maarif Extension,1 150 000 DH,Casablanca,"11/5/2024, 1:52:07 PM",2,2,80,"Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/maarif/appartements/Bel_appartement_2Chs_80m2_Maarif_Extension_55694565.htm
180,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jXG?utm_source=avito_integration&utm_medium=listing_integration
181,Appartement à vendre 88 m² à Casablanca,830 000 DH,Casablanca,"11/5/2024, 1:38:08 PM",2,1,,"Ascenseur, Balcon, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_88_m%C2%B2_%C3%A0_Casablanca_54641524.htm
182,Appartement à vendre 38 m² à Marrakech,608 000 DH,Marrakech,"11/5/2024, 1:29:42 PM",1,1,,"Ascenseur, Balcon, Parking",https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_%C3%A0_vendre_38_m%C2%B2_%C3%A0_Marrakech_55636187.htm
183,Appartement à vendre 97 m² à Casablanca,1 440 000 DH,Casablanca,"11/5/2024, 1:29:08 PM",2,1,109,"Ascenseur, Concierge, Cuisine Équipée, Meublé, Parking",https://www.avito.ma/fr/beaus%C3%A9jour/appartements/Appartement_%C3%A0_vendre_97_m%C2%B2_%C3%A0_Casablanca_55702357.htm
184,Appartement à vendre 94 m² à Casablanca,1 020 000 DH,Casablanca,"11/5/2024, 1:08:13 PM",2,2,94,"Ascenseur, Climatisation, Concierge, Cuisine Équipée, Parking, Terrasse",https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_%C3%A0_vendre_94_m%C2%B2_%C3%A0_Casablanca_55712939.htm
185,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jYP?utm_source=avito_integration&utm_medium=listing_integration
186,Appartement à vendre à Val Fleury Casablanca,1 590 000 DH,Casablanca,"11/5/2024, 12:54:20 PM",3,2,,,https://www.avito.ma/fr/val_fleuri/appartements/Appartement_%C3%A0_vendre_%C3%A0_Val_Fleury_Casablanca_53092817.htm
187,Appartement à vendre 102 m² à Nouaceur,877 200 DH,Nouaceur,"11/5/2024, 12:52:02 PM",3,2,102,"Ascenseur, Balcon, Parking, Sécurité",https://www.avito.ma/fr/nouaceur/appartements/Appartement_%C3%A0_vendre_102_m%C2%B2_%C3%A0_Nouaceur_55499152.htm
188,Appartement à vendre 131 m² à Marrakech,1 900 000 DH,Marrakech,"11/5/2024, 12:55:55 PM",3,2,131,"Ascenseur, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_%C3%A0_vendre_131_m%C2%B2_%C3%A0_Marrakech_54926500.htm
